image_id,image_hot_dog_probability
4f2c5e64d0ed1eed5f4fedf5425b075ee4cbed46df7081b9c08a896c82bbc33a.png,0.0007715008687227964
3dda0349f95b58e95a2e8e2d0cdebce331d3bf1a452198729e272c8286be7d98.png,0.0006284155533649027
6aeb1880181db9350f8068b79fb4280a9dcece75a2cce6299615a60de2212b6f.png,0.012052927166223526
4ef1366a8ad3974bb8657516219f27bce63de06b85825b8603a9823c172152ce.png,0.0
2e5d6bf18243ce4b77647d87b2cd46e0b35786741c440589c38476e003ccbe13.png,0.12450598925352097
2ac56e3567b3890cd6f1e726960ad0e5c220086f812e75eeffef6c11e99d81c1.png,0.00010352632671128958
7a8d8b15cf230ec7e6cfa771ec9ec9f1c2d6e5cb53e8dd655cb3826466c030f8.png,0.9884321093559265
4d7858549e1118dbc277c0553693a180bfe563b5e8305f6d5403a4e71cdad0ea.png,0.004665851127356291
6ce31527eba95c9cd919afe1a0cb9546ad2e43c65eafc47180caa39a12bb50ec.png,0.0306731965392828
1b882e946995223cb34394320ba461f8495213f5454b0acd9f1dc697d1d42d3e.png,0.9999997615814209
4ccd9782e87632f43c8631e57728406bf7391ff4fc400623a980d9398c530cb1.png,0.0015124176861718297
3e082ebb030a2e0f69dead4847b3b3bdcb54ef85623da52e127525edb7921eeb.png,0.08154526352882385
1fd50a5a288d768c45ad883f0ee99fa5874e4a8fb22a9e3a69daa6a1edc7aa55.png,0.003688827157020569
3cf9fbdeb0f5c9b6c72c4ec2c1290a75458dee2dba3dbd8b9d87cbb571009050.png,0.09957713633775711
4d433fa4412322a2f0961329f579cdfb0b3d0d512495ebe71ffe709479a77a9a.png,2.184978939112625e-06
5acd38ed3fd7a56c816d72f581b7612ebb9c3142f8e87b09c46ea68e309c6698.png,6.525418816414633e-31
3cf0848938c6f22d425737fb8f7394c9d493a080426d7c7b3b653c5ebb5874b5.png,0.0009401122224517167
4d5a98e8c8edbbc6c43714a11a136ee11b1e3384ceadad8c9f0be7acab901f97.png,8.035065945932729e-10
2b16736cbed1e511d179d0bc2e58689f87a9fa839364d59003e9a924ed2fef7d.png,0.0010975856566801667
3ac4fdc88406ebbea98208ee949eb523a55dd541e82be11639056caeca2e63e1.png,0.0
